champion_id,champion_name,played_with,won_with,played_against,lost_against,winrate,tot_played
360,Samira,1.0,1,3,3,100,4
517,Sylas,2.0,2,1,1,100,3
427,Ivern,1.0,1,2,2,100,3
267,Nami,1.0,1,1,1,100,2
60,Elise,1.0,1,1,1,100,2
103,Ahri,1.0,1,1,1,100,2
134,Syndra,1.0,1,1,1,100,2
18,Tristana,0.0,0,2,2,100,2
76,Nidalee,0.0,0,2,2,100,2
20,Nunu,0.0,0,2,2,100,2
897,KSante,0.0,0,2,2,100,2
81,Ezreal,1.0,1,1,1,100,2
26,Zilean,1.0,1,1,1,100,2
16,Soraka,1.0,1,1,1,100,2
82,Mordekaiser,2.0,2,0,0,100,2
19,Warwick,2.0,2,0,0,100,2
15,Sivir,0.0,0,1,1,100,1
910,Hwei,0.0,0,1,1,100,1
9,Fiddlesticks,0.0,0,1,1,100,1
80,Pantheon,0.0,0,1,1,100,1
34,Anivia,0.0,0,1,1,100,1
112,Viktor,0.0,0,1,1,100,1
27,Singed,0.0,0,1,1,100,1
5,XinZhao,0.0,0,1,1,100,1
350,Yuumi,1.0,1,0,0,100,1
74,Heimerdinger,1.0,1,0,0,100,1
1,Annie,0.0,0,1,1,100,1
163,Taliyah,1.0,1,0,0,100,1
429,Kalista,1.0,1,0,0,100,1
266,Aatrox,0.0,0,1,1,100,1
142,Zoe,0.0,0,1,1,100,1
119,Draven,0.0,0,1,1,100,1
201,Braum,0.0,0,1,1,100,1
40,Janna,0.0,0,1,1,100,1
55,Katarina,1.0,1,0,0,100,1
117,Lulu,0.0,0,1,1,100,1
64,LeeSin,0.0,0,1,1,100,1
526,Rell,0.0,0,1,1,100,1
42,Corki,1.0,1,0,0,100,1
72,Skarner,1.0,1,0,0,100,1
711,Vex,1.0,1,0,0,100,1
233,Briar,2.0,2,3,2,80,5
222,Jinx,1.0,1,3,2,75,4
245,Ekko,2.0,1,2,2,75,4
876,Lillia,1.0,1,2,1,66,3
22,Ashe,2.0,1,1,1,66,3
36,DrMundo,0.0,0,3,2,66,3
555,Pyke,1.0,1,2,1,66,3
102,Shyvana,1.0,0,2,2,66,3
202,Jhin,2.0,1,1,1,66,3
96,KogMaw,3.0,2,0,0,66,3
17,Teemo,2.0,0,3,3,60,5
161,Velkoz,1.0,1,3,1,50,4
50,Swain,3.0,1,1,1,50,4
147,Seraphine,3.0,2,1,0,50,4
254,Vi,1.0,1,1,0,50,2
875,Sett,0.0,0,2,1,50,2
235,Senna,0.0,0,2,1,50,2
63,Brand,0.0,0,2,1,50,2
39,Irelia,1.0,0,1,1,50,2
79,Gragas,0.0,0,2,1,50,2
777,Yone,2.0,1,0,0,50,2
69,Cassiopeia,1.0,0,1,1,50,2
35,Shaco,1.0,0,1,1,50,2
51,Caitlyn,1.0,0,1,1,50,2
420,Illaoi,2.0,1,0,0,50,2
61,Orianna,2.0,1,0,0,50,2
157,Yasuo,3.0,1,2,1,40,5
78,Poppy,2.0,1,1,0,33,3
518,Neeko,1.0,0,2,1,33,3
110,Varus,1.0,0,2,1,33,3
236,Lucian,3.0,1,0,0,33,3
21,MissFortune,1.0,0,2,1,33,3
234,Viego,3.0,1,0,0,33,3
238,Zed,2.0,0,2,1,25,4
3,Galio,1.0,0,3,1,25,4
23,Tryndamere,0.0,0,4,1,25,4
53,Blitzcrank,2.0,0,2,1,25,4
57,Maokai,4.0,0,1,1,20,5
111,Nautilus,3.0,0,2,1,20,5
121,Khazix,3.0,0,1,0,0,4
84,Akali,2.0,0,1,0,0,3
7,Leblanc,3.0,0,0,0,0,3
104,Graves,2.0,0,1,0,0,3
29,Twitch,1.0,0,2,0,0,3
68,Rumble,2.0,0,0,0,0,2
412,Thresh,0.0,0,2,0,0,2
107,Rengar,2.0,0,0,0,0,2
498,Xayah,1.0,0,1,0,0,2
83,Yorick,0.0,0,2,0,0,2
59,JarvanIV,1.0,0,0,0,0,1
75,Nasus,1.0,0,0,0,0,1
92,Riven,1.0,0,0,0,0,1
11,MasterYi,1.0,0,0,0,0,1
12,Alistar,1.0,0,0,0,0,1
246,Qiyana,1.0,0,0,0,0,1
58,Renekton,1.0,0,0,0,0,1
950,Naafiri,1.0,0,0,0,0,1
145,Kaisa,1.0,0,0,0,0,1
223,TahmKench,1.0,0,0,0,0,1
136,AurelionSol,1.0,0,0,0,0,1
166,Akshan,1.0,0,0,0,0,1
43,Karma,1.0,0,0,0,0,1
432,Bard,0.0,0,1,0,0,1
31,Chogath,0.0,0,1,0,0,1
98,Shen,0.0,0,1,0,0,1
114,Fiora,1.0,0,0,0,0,1
25,Morgana,1.0,0,0,0,0,1
8,Vladimir,1.0,0,0,0,0,1
6,Urgot,1.0,0,0,0,0,1
28,Evelynn,1.0,0,0,0,0,1
89,Leona,1.0,0,0,0,0,1
85,Kennen,1.0,0,0,0,0,1
54,Malphite,0.0,0,1,0,0,1
268,Azir,0.0,0,1,0,0,1
122,Darius,0.0,0,1,0,0,1
90,Malzahar,0.0,0,1,0,0,1
56,Nocturne,0.0,0,1,0,0,1
131,Diana,0.0,0,1,0,0,1
