champion_id,champion_name,played_with,won_with,played_against,lost_against,winrate,tot_played
29,Twitch,2.0,2,2,2,100,4
45,Veigar,0.0,0,3,3,100,3
4,TwistedFate,1.0,1,1,1,100,2
910,Hwei,1.0,1,1,1,100,2
875,Sett,1.0,1,1,1,100,2
9,Fiddlesticks,0.0,0,2,2,100,2
81,Ezreal,1.0,1,1,1,100,2
79,Gragas,1.0,1,1,1,100,2
48,Trundle,0.0,0,2,2,100,2
58,Renekton,0.0,0,2,2,100,2
69,Cassiopeia,0.0,0,1,1,100,1
203,Kindred,0.0,0,1,1,100,1
39,Irelia,1.0,1,0,0,100,1
78,Poppy,1.0,1,0,0,100,1
887,Gwen,0.0,0,1,1,100,1
24,Jax,1.0,1,0,0,100,1
201,Braum,1.0,1,0,0,100,1
268,Azir,1.0,1,0,0,100,1
57,Maokai,1.0,1,0,0,100,1
86,Garen,1.0,1,0,0,100,1
131,Diana,1.0,1,0,0,100,1
895,Nilah,0.0,0,1,1,100,1
105,Fizz,0.0,0,1,1,100,1
516,Ornn,0.0,0,1,1,100,1
101,Xerath,1.0,1,0,0,100,1
555,Pyke,1.0,1,0,0,100,1
245,Ekko,1.0,1,0,0,100,1
117,Lulu,0.0,0,1,1,100,1
56,Nocturne,1.0,1,0,0,100,1
154,Zac,1.0,1,0,0,100,1
235,Senna,1.0,1,0,0,100,1
55,Katarina,1.0,1,0,0,100,1
91,Talon,1.0,1,0,0,100,1
103,Ahri,1.0,1,0,0,100,1
498,Xayah,0.0,0,1,1,100,1
902,Milio,0.0,0,1,1,100,1
84,Akali,0.0,0,1,1,100,1
421,RekSai,0.0,0,1,1,100,1
145,Kaisa,0.0,0,1,1,100,1
127,Lissandra,0.0,0,1,1,100,1
711,Vex,0.0,0,1,1,100,1
36,DrMundo,0.0,0,1,1,100,1
90,Malzahar,2.0,1,2,2,75,4
14,Sion,2.0,1,2,2,75,4
68,Rumble,3.0,2,1,1,75,4
150,Gnar,1.0,0,2,2,66,3
41,Gangplank,0.0,0,3,2,66,3
64,LeeSin,1.0,1,2,1,66,3
897,KSante,0.0,0,3,2,66,3
523,Aphelios,1.0,1,2,1,66,3
74,Heimerdinger,1.0,0,2,2,66,3
43,Karma,3.0,1,2,2,60,5
111,Nautilus,3.0,2,1,0,50,4
54,Malphite,3.0,2,1,0,50,4
429,Kalista,2.0,1,2,1,50,4
420,Illaoi,3.0,1,1,1,50,4
110,Varus,1.0,0,1,1,50,2
32,Amumu,1.0,0,1,1,50,2
51,Caitlyn,2.0,1,0,0,50,2
238,Zed,1.0,1,1,0,50,2
17,Teemo,1.0,1,1,0,50,2
82,Mordekaiser,2.0,1,0,0,50,2
77,Udyr,1.0,0,1,1,50,2
517,Sylas,1.0,0,1,1,50,2
222,Jinx,0.0,0,2,1,50,2
161,Velkoz,2.0,0,3,2,40,5
901,Smolder,1.0,0,2,1,33,3
34,Anivia,3.0,1,0,0,33,3
15,Sivir,2.0,1,1,0,33,3
40,Janna,0.0,0,3,1,33,3
876,Lillia,1.0,1,2,0,33,3
202,Jhin,1.0,1,2,0,33,3
21,MissFortune,1.0,0,2,1,33,3
53,Blitzcrank,4.0,0,0,0,0,4
30,Karthus,2.0,0,1,0,0,3
10,Kayle,2.0,0,1,0,0,3
412,Thresh,2.0,0,0,0,0,2
11,MasterYi,1.0,0,1,0,0,2
50,Swain,1.0,0,1,0,0,2
777,Yone,0.0,0,2,0,0,2
31,Chogath,1.0,0,1,0,0,2
22,Ashe,2.0,0,0,0,0,2
142,Zoe,1.0,0,1,0,0,2
236,Lucian,2.0,0,0,0,0,2
266,Aatrox,2.0,0,0,0,0,2
200,Belveth,2.0,0,0,0,0,2
35,Shaco,2.0,0,0,0,0,2
38,Kassadin,1.0,0,0,0,0,1
350,Yuumi,1.0,0,0,0,0,1
26,Zilean,0.0,0,1,0,0,1
136,AurelionSol,0.0,0,1,0,0,1
60,Elise,1.0,0,0,0,0,1
98,Shen,0.0,0,1,0,0,1
80,Pantheon,0.0,0,1,0,0,1
1,Annie,0.0,0,1,0,0,1
85,Kennen,0.0,0,1,0,0,1
104,Graves,1.0,0,0,0,0,1
63,Brand,0.0,0,1,0,0,1
99,Lux,0.0,0,1,0,0,1
114,Fiora,0.0,0,1,0,0,1
432,Bard,0.0,0,1,0,0,1
16,Soraka,1.0,0,0,0,0,1
3,Galio,0.0,0,1,0,0,1
8,Vladimir,0.0,0,1,0,0,1
18,Tristana,0.0,0,1,0,0,1
27,Singed,0.0,0,1,0,0,1
126,Jayce,0.0,0,1,0,0,1
119,Draven,0.0,0,1,0,0,1
37,Sona,0.0,0,1,0,0,1
143,Zyra,1.0,0,0,0,0,1
164,Camille,1.0,0,0,0,0,1
254,Vi,1.0,0,0,0,0,1
23,Tryndamere,1.0,0,0,0,0,1
133,Quinn,1.0,0,0,0,0,1
141,Kayn,1.0,0,0,0,0,1
147,Seraphine,1.0,0,0,0,0,1
888,Renata,1.0,0,0,0,0,1
