summoner_name,played_with,won_with,played_against,lost_against,last_played
Tropical Danny,1.0,1,0,0,Lucian
Tommasi Sara II,1.0,1,0,0,Twitch
Tjallabais,1.0,1,0,0,Darius
ThroneLT,1.0,1,0,0,Velkoz
TheQuiiDz,1.0,1,0,0,Senna
ThePilgrim,1.0,1,0,0,Corki
The Midnight Kid,1.0,1,0,0,Caitlyn
The Bardou Shian,1.0,1,0,0,Blitzcrank
Tharuxus,1.0,1,0,0,Malphite
TerrifyingTea,1.0,1,1,0,Varus
Terazo,1.0,1,0,0,Pyke
Taso,1.0,1,0,0,Teemo
TET garage22,1.0,1,0,0,Taric
TET Keks,1.0,1,0,0,Jinx
SweetKid,1.0,1,0,0,Swain
SupportBee,1.0,1,0,0,Seraphine
Sto0rmy,1.0,1,0,0,Vi
Stephanoski,1.0,1,0,0,Braum
Soup Ðiff,1.0,1,0,0,Kaisa
Smøøthie,1.0,1,0,0,Senna
Silvrios,1.0,1,0,0,Lucian
Shenpìe,1.0,1,0,0,Nidalee
Serphine bot bot,1.0,1,0,0,Pyke
Schweineherbst,1.0,1,0,0,Nasus
Scamkruidvat,1.0,1,0,0,Pyke
Saylek,1.0,1,0,0,Pantheon
Sarion,1.0,1,0,0,Sona
Saij,1.0,1,0,0,Karthus
Sad Boy Mapfei,1.0,1,0,0,Irelia
Ryůuk,1.0,1,0,0,Neeko
Ryuuke,1.0,1,0,0,Caitlyn
Riviss,1.0,1,0,0,Evelynn
Rex10,1.0,1,0,0,Irelia
ReformedSheuya,1.0,1,0,0,Garen
RandomzM,1.0,1,0,0,Yone
Ragebit,1.0,1,0,0,MasterYi
RKN SPeCiMeN a,1.0,1,0,0,Samira
Prêstîgê VîrûZ,1.0,1,0,0,Sion
ProfessionalEboy,1.0,1,0,0,Tryndamere
Priultimus,1.0,1,0,0,Karma
Pow,1.0,1,0,0,Jinx
Piña Gamer 107,1.0,1,0,0,Bard
Pennyington,1.0,1,0,0,Syndra
Peiblenks,1.0,1,0,0,Twitch
Patootsie,1.0,1,0,0,Kaisa
Patate Canard,1.0,1,0,0,Zilean
Panchoetoe,1.0,1,0,0,LeeSin
PRØJECT Xayah,1.0,1,0,0,Ezreal
OK MANNY,1.0,1,0,0,Caitlyn
NunuOnRengar,1.0,1,0,0,Shaco
No one but Freed,1.0,1,0,0,Alistar
NiceSupp,1.0,1,0,0,Blitzcrank
Neilerua Milliaw,1.0,1,0,0,Cassiopeia
Necke,1.0,1,0,0,Akali
NattensHora,1.0,1,0,0,KogMaw
Nascar022,1.0,1,0,0,Shyvana
Na1f,1.0,1,0,0,Ashe
My Eve,1.0,1,0,0,Caitlyn
Mrdiablo44,1.0,1,0,0,Thresh
Mr Scriptër,1.0,1,0,0,Fiddlesticks
Momo46,1.0,1,0,0,Zoe
Mkree,1.0,1,0,0,Yasuo
MjorRioghan,1.0,1,0,0,TwistedFate
MitcyD,1.0,1,0,0,Brand
Minecraft Kıd,1.0,1,0,0,Ahri
MegaHengstMcGeil,1.0,1,0,0,Sivir
Mean Maschin,1.0,1,0,0,Velkoz
Mattfly,1.0,1,0,0,Xayah
MarioooATM,1.0,1,0,0,Xerath
Mafmpaf,1.0,1,0,0,Garen
MORLEON8,1.0,1,0,0,Ziggs
MASTER TROLL 69,1.0,1,0,0,Pyke
MASSIV AGGRESSIV,1.0,1,0,0,Cassiopeia
Luis Zhu,1.0,1,0,0,Vladimir
Luffy Rynda,1.0,1,0,0,Corki
LordTylon,1.0,1,0,0,Volibear
LordAriman,1.0,1,0,0,Braum
Lenny der Panzer,1.0,1,0,0,Olaf
LelloDerTufello,1.0,1,0,0,Illaoi
Le Comté ,1.0,1,0,0,Senna
LaChatteaMagdoum,1.0,1,0,0,Yasuo
LAZERHAWK27,1.0,1,0,0,JarvanIV
L9 GROSSE CHATTE,1.0,1,0,0,Kindred
L7N,1.0,1,1,1,Darius
L0N,1.0,1,0,0,Lux
Kαkαshî,1.0,1,0,0,Darius
Káble,1.0,1,0,0,Nidalee
KuariSheth,1.0,1,0,0,Neeko
Kezlano,1.0,1,0,0,Kaisa
KehindertesBindd,1.0,1,0,0,Karma
KebabLover42,1.0,1,1,1,Aphelios
KaïG,1.0,1,0,0,Zoe
Kavaguchi,1.0,1,0,0,Lux
Kampfzwerg33,1.0,1,0,0,Gwen
Ka3d,1.0,1,1,0,Yasuo
Johniponken,1.0,1,0,0,Katarina
JohnShelbyyy,1.0,1,0,0,Heimerdinger
Jilalicia,1.0,1,0,0,Brand
Jeroen642,1.0,1,0,0,Maokai
Iucifer,1.0,1,0,0,Jhin
ItzMePaddy,1.0,1,0,0,Blitzcrank
IntenseJens,1.0,1,0,0,Karma
ImNotSoFresh,1.0,1,0,0,Jinx
ImKurogami,1.0,1,0,0,Twitch
Im LieBlanc,1.0,1,0,0,Xayah
Iketani,1.0,1,0,0,Caitlyn
IHasBickusDickus,1.0,1,0,0,Samira
ICEDANCERR,1.0,1,0,0,Twitch
I am a cool kid,1.0,1,0,0,Yasuo
HispanicDragon,1.0,1,0,0,Thresh
Hidan966,1.0,1,0,0,Kayle
HateSpeechIRL,1.0,1,0,0,Kindred
Hanokizu,1.0,1,0,0,LeeSin
Halfaware,1.0,1,0,0,Karma
HELLFIRE RULES,1.0,1,0,0,Varus
HBT Escarapotor,1.0,1,0,0,Udyr
GrumpyCookie,1.0,1,0,0,Ahri
Grosy,1.0,1,0,0,Mordekaiser
GrinuOPa,1.0,1,0,0,Aatrox
GiveMeGanyu,1.0,1,0,0,Tristana
Geeweboy,1.0,1,0,0,Graves
Fàhad,1.0,1,0,0,Sivir
FulfilledSprout,1.0,1,0,0,Garen
Fly Boy Ducla,1.0,1,0,0,Pyke
Fleur HF,1.0,1,0,0,Brand
Feel The Souye,1.0,1,0,0,Viktor
FearlessTurks,1.0,1,0,0,Sona
FasterFiFi,1.0,1,1,0,Brand
Eu Picko Sett,1.0,1,0,0,Shyvana
Erodon,1.0,1,0,0,Malphite
EeV,1.0,1,0,0,Gangplank
EcksWhyZed,1.0,1,1,0,MissFortune
Eazy2003,1.0,1,0,0,Jinx
EL CHAPO KNOPPO,1.0,1,0,0,Sivir
Ditsch,1.0,1,0,0,Brand
Diefragist,1.0,1,0,0,Sona
DeadlySusano,1.0,1,0,0,Jhin
DeDVandire,1.0,1,0,0,Sion
Darkness971,1.0,1,0,0,Darius
DarkExcellence,1.0,1,0,0,Veigar
DarkAnimus,1.0,1,0,0,Fiddlesticks
Danielx00,1.0,1,0,0,Jayce
Daahornbo,1.0,1,0,0,Pantheon
DWEN1,1.0,1,1,1,Seraphine
DRX Jiseung Lee,1.0,1,0,0,Morgana
DESTRUCTORS8,1.0,1,0,0,Yasuo
D7D8,1.0,1,0,0,Xerath
Cøokïe,1.0,1,0,0,Tristana
Conco Quasi,1.0,1,0,0,Jhin
Compawar,1.0,1,0,0,Viktor
Candyman123LOL,1.0,1,0,0,Thresh
CEO of MidIane,1.0,1,0,0,Blitzcrank
CAO5 I DeViL,1.0,1,0,0,Seraphine
Boy Meets Evils,1.0,1,0,0,Lux
BlueChokoBot,1.0,1,0,0,Sona
BlackidusCloud,1.0,1,0,0,Azir
Big Long Jin,1.0,1,0,0,Rengar
Barneyyy23,1.0,1,0,0,Nasus
BambooLife,1.0,1,0,0,Orianna
Balor Cadeyrn,1.0,1,0,0,Chogath
BaAxTeR,1.0,1,0,0,MissFortune
B33pB33pB33p,1.0,1,0,0,Xayah
Averona,1.0,1,0,0,Velkoz
Aval0n,1.0,1,0,0,Teemo
Atishalin,1.0,1,0,0,Senna
AtTheKing,1.0,1,1,1,Khazix
Asura Gaming,1.0,1,0,0,Shaco
Arkyy,1.0,1,0,0,Sett
Anthaliae,1.0,1,0,0,Jinx
Annubis guardian,1.0,1,0,0,Varus
Amante di erba,1.0,1,0,0,Caitlyn
Alwid76,1.0,1,0,0,Zyra
AlmostHuman1,1.0,1,0,0,Ahri
Ahrwen,1.0,1,0,0,Quinn
Afirus,1.0,1,0,0,Evelynn
APHKiD,1.0,1,0,0,Fiora
23 Zoll du Fótze,1.0,1,0,0,Pantheon
2 BANANAS 4 YOU,1.0,1,0,0,Sivir
0q0q,1.0,1,0,0,LeeSin
Ιtachi Uchihα,1.0,0,0,0,Mordekaiser
Ąuris,1.0,0,0,0,Zed
Æsahættrr,1.0,0,0,0,Karma
zappi30,1.0,0,0,0,Shyvana
yongsinner,1.0,0,0,0,Urgot
xX KHALED96 x,1.0,0,0,0,Gangplank
xX HAFA Xx,1.0,0,0,0,Draven
xKeulchen,1.0,0,0,0,Teemo
troll2 la faille,1.0,0,0,0,Ezreal
topman100,1.0,0,0,0,Rengar
thr0wm0r3shad3,1.0,0,0,0,Nidalee
soybusti93,1.0,0,0,0,Draven
smallfry,1.0,0,0,0,Orianna
she is TEKKEN,1.0,0,0,0,Thresh
sTøneÐ,1.0,0,0,0,Kayle
pwndbyankos,1.0,0,0,0,Bard
playmaker K O,1.0,0,0,0,Ziggs
pinkyluna,1.0,0,0,0,Lillia
pholénix,1.0,0,0,0,Ahri
oqumus,1.0,0,0,0,Ahri
nitro algorithm,1.0,0,0,0,Pantheon
nawe,1.0,0,0,0,Singed
mosnter10,1.0,0,0,0,Shaco
meoώ,1.0,0,0,0,Jhin
mcboodie,1.0,0,0,0,XinZhao
lucky girl19,1.0,0,0,0,Ahri
leppla9779,1.0,0,0,0,Lucian
lepongountree,1.0,0,0,0,Velkoz
kk de tere,1.0,0,0,0,Khazix
kai123wei,1.0,0,0,0,Riven
justser,1.0,0,0,0,Volibear
joaquim fonseca,1.0,0,0,0,Jayce
iPatLive,1.0,0,0,0,Pyke
hide øn alcohol,1.0,0,0,0,Shyvana
h3FF,1.0,0,0,0,Ryze
godofear,1.0,0,0,0,Lux
gabiiite,1.0,0,0,0,Maokai
edscar,1.0,0,0,0,Maokai
dirod,1.0,0,0,0,MasterYi
deadman19,1.0,0,0,0,Nocturne
cheekerz,1.0,0,0,0,Brand
carrymoiprincess,1.0,0,0,0,MasterYi
bigdaddy12,1.0,0,0,0,Sion
bakasta to win,1.0,0,0,0,Pyke
b666n,1.0,0,0,0,Yone
albertserra,1.0,0,0,0,Gwen
Zeylander,1.0,0,0,0,Vi
Zarkhadul,1.0,0,0,0,Skarner
Yota Gengar ,1.0,0,0,0,Swain
Xandruil,1.0,0,1,1,Pyke
Wïngs of Freedom,1.0,0,0,0,Leblanc
WhiteWind24,1.0,0,0,0,Singed
War2any1,1.0,0,0,0,Darius
WTHKAREN,1.0,0,0,0,Senna
WBND Mikey,1.0,0,0,0,Zyra
W Blazkowicz,1.0,0,0,0,Lucian
VecTiioN,1.0,0,0,0,Katarina
Unstφρραblε,1.0,0,0,0,Kennen
Unownx,1.0,0,0,0,Sivir
UnknownGam3r,1.0,0,0,0,MasterYi
Trorak,1.0,0,0,0,Vayne
Tozz Life,1.0,0,0,0,Sejuani
Torrented,1.0,0,0,0,Syndra
Top Noob EUW,1.0,0,0,0,Sett
Tiffa Ink,1.0,0,0,0,Janna
TheWeed,1.0,0,0,0,Jayce
TheH0ffmeister,1.0,0,0,0,Caitlyn
Terakrez,1.0,0,0,0,Maokai
Telpi,1.0,0,0,0,Caitlyn
Tekno Addict,1.0,0,0,0,Heimerdinger
Tata Pineuse,1.0,0,0,0,Caitlyn
THeWhiTeS0UL,1.0,0,0,0,Veigar
T1mbooooo,1.0,0,0,0,Ryze
SweetyArmony,1.0,0,0,0,Jinx
Svidd,1.0,0,0,0,Nasus
SugoiBaka,1.0,0,0,0,Blitzcrank
Stupid Supp,1.0,0,0,0,Cassiopeia
Strijdhoornman,1.0,0,0,0,Zyra
Stikx,1.0,0,0,0,Ashe
Stefanøs ,1.0,0,0,0,Jayce
Spuzietorio,1.0,0,0,0,Olaf
Sorjin,1.0,0,0,0,Viktor
Soki666,1.0,0,0,0,Jinx
Sofapenner,1.0,0,0,0,Gangplank
Snappini,1.0,0,0,0,Maokai
Skynoova,1.0,0,0,0,Ekko
Skitzho,1.0,0,0,0,Varus
ShacuiIIe ONeal,1.0,0,0,0,Brand
Setasyhongos,1.0,0,0,0,Janna
SebestGamer,1.0,0,0,0,Swain
Sanchareas,1.0,0,0,0,Lucian
SUI Faumax GH,1.0,0,0,0,Fiddlesticks
SUI Chääs,1.0,0,0,0,Nocturne
STCA yihah,1.0,0,0,0,Udyr
Rudel,1.0,0,0,0,Blitzcrank
Ropix,1.0,0,0,0,Renekton
Raymerlink77,1.0,0,0,0,Varus
RandaleXCII,1.0,0,0,0,Pyke
Rainbowbeard,1.0,0,0,0,Yorick
Rahlzero,1.0,0,0,0,Nidalee
RagnarZBR,1.0,0,0,0,Khazix
RafaleDog,1.0,0,0,0,Caitlyn
RS Nalfeinn,1.0,0,0,0,Thresh
R3pr0x,1.0,0,0,0,Soraka
Quiggmaker,1.0,0,0,0,Tristana
PurpleSilverback,1.0,0,0,0,Leona
Potrero,1.0,0,0,0,Garen
Porcell,1.0,0,0,0,Sona
Pomba da Paz,1.0,0,0,0,Xayah
Pistol Star,1.0,0,0,0,Darius
Pete Yeet,1.0,0,0,0,Ziggs
Pedga,1.0,0,0,0,Alistar
OneFairySins,1.0,0,0,0,DrMundo
No1RespectsSup,1.0,0,0,0,Shaco
Natsss,1.0,0,0,0,Zyra
NaaQ,1.0,0,0,0,Sion
Mâle,1.0,0,0,0,Darius
Myzi,1.0,0,0,0,Syndra
MyDogRocks,1.0,0,0,0,Jayce
Mrjoya,1.0,0,0,0,Teemo
Morguulis,1.0,0,0,0,Ahri
Mister Pomme,1.0,0,0,0,Ashe
Mintay,1.0,0,0,0,Diana
MinnyWolf,1.0,0,0,0,Jhin
MetzeIpommes,1.0,0,0,0,Vayne
Metak1lla,1.0,0,0,0,Draven
Mazemaggot,1.0,0,0,0,Sivir
Mathman8359,1.0,0,0,0,Jayce
MajsOdlarn16,1.0,0,1,0,Seraphine
Maher000Skepta,1.0,0,0,0,Quinn
Magic Mountain,1.0,0,0,0,Nidalee
MadDoc1234,1.0,0,0,0,Pyke
Mackis,1.0,0,1,0,Senna
MODDD,1.0,0,0,0,Shaco
Lèxó,1.0,0,0,0,Braum
LoveThePaté,1.0,0,0,0,Darius
LittleCarlito7,1.0,0,0,0,Senna
Like Clockwork,1.0,0,0,0,Xayah
Lightwood,1.0,0,0,0,Illaoi
Letsee,1.0,0,0,0,Heimerdinger
KyCuU,1.0,0,0,0,Diana
Kingsbane,1.0,0,0,0,Khazix
KikiSebatoR,1.0,0,0,0,Xerath
KRA4G,1.0,0,0,0,Rakan
Johnie2333,1.0,0,0,0,Ashe
John Dont b good,1.0,0,0,0,Maokai
JoNunes,1.0,0,0,0,Renekton
ImlLaurin,1.0,0,0,0,Kassadin
ImGl2izzly,1.0,0,0,0,LeeSin
Im Terrian,1.0,0,0,0,Alistar
Ikssex,1.0,0,0,0,LeeSin
IITurgonII,1.0,0,0,0,Caitlyn
Hombre Douchekop,1.0,0,0,0,Singed
Hi Iam Hammi,1.0,0,0,0,Kaisa
HerWhisper,1.0,0,0,0,Ashe
HellDiaBl0,1.0,0,0,0,Darius
H2Obst,1.0,0,0,0,Ziggs
Gumbii,1.0,0,0,0,Taric
Grooving Rey,1.0,0,0,0,Jax
GreenStreetElite,1.0,0,0,0,Karthus
GaDeDon,1.0,0,0,0,Zed
GOES INVISIBLE,1.0,0,0,0,Khazix
GILG4ME5H,1.0,0,0,0,Morgana
Froschfusshobel,1.0,0,0,0,Darius
Frimanyo,1.0,0,0,0,Nidalee
Frallet,1.0,0,0,0,Ekko
Feijão Tropeiro,1.0,0,0,0,Nidalee
FNC Hamdoulilah,1.0,0,0,0,Pantheon
Excεlsiort,1.0,0,0,0,Ryze
Ethzal,1.0,0,0,0,Orianna
Escape105,1.0,0,0,0,Cassiopeia
Erıka,1.0,0,0,0,Pyke
El Scorcho,1.0,0,0,0,Kassadin
Edanco,1.0,0,0,0,Aphelios
EL CANARDO,1.0,0,0,0,Singed
Dubcreator,1.0,0,0,0,Ashe
DtoRCtoL37,1.0,0,0,0,Draven
DownWiesSyndrom,1.0,0,0,0,Xerath
Dovah1896,1.0,0,0,0,Lissandra
DexJettster,1.0,0,0,0,Vayne
DatDoomyo,1.0,0,0,0,Talon
DarkwingDucky,1.0,0,0,0,Jax
Cotatsu,1.0,0,0,0,Jinx
CosmoTheft,1.0,0,0,0,Sivir
Colacao SinTurbo,1.0,0,0,0,Yuumi
ChiefWiguum,1.0,0,0,0,Nidalee
CanyousayPENTA,1.0,0,0,0,Jayce
CabasheroDelfin,1.0,0,0,0,Draven
CRAZY  NUT,1.0,0,0,0,XinZhao
Bärenjude2308,1.0,0,0,0,DrMundo
Boopies,1.0,0,0,0,Soraka
Bolzee,1.0,0,0,0,Brand
Blessed Ginger,1.0,0,0,0,Viego
Bizekz,1.0,0,0,0,Jhin
BigClitHunter,1.0,0,0,0,Jax
BeansGoneRogue,1.0,0,0,0,Tryndamere
Bawls,1.0,0,0,0,Anivia
ArmyOfAnts,1.0,0,0,0,Zyra
Amilcar Alinho,1.0,0,0,0,Elise
AmericanWoodhech,1.0,0,0,0,Kayle
Ahenol,1.0,0,0,0,Leblanc
AHHHHHHHH SRY MB,1.0,0,0,0,Ashe
2077,1.0,0,0,0,Mordekaiser
 Murder Passion,1.0,0,0,0,Thresh
你是sb,0.0,0,1,1,Urgot
ψ SA ψ ,0.0,0,1,1,Kaisa
λbel,0.0,0,1,1,Jhin
ηάκιchυ,0.0,0,1,1,Lux
ΗiDDEΝ,0.0,0,1,0,Brand
ıts just a game,0.0,0,1,1,JarvanIV
è già in uso,0.0,0,1,0,DrMundo
Ésben,0.0,0,1,1,Neeko
zzuczq,0.0,0,1,0,Shaco
zoom910,0.0,0,1,0,Malzahar
zirgo,0.0,0,1,0,MissFortune
zangetFLB,0.0,0,1,1,Ryze
zacq,0.0,0,1,1,Taliyah
xosama,0.0,0,1,0,Ezreal
xXTrockensBrotXx,0.0,0,1,0,Syndra
xXSconosciutoxX,0.0,0,1,1,Heimerdinger
xXSarafinXx,0.0,0,1,0,Annie
xXDickSlapperXx,0.0,0,1,1,Jinx
xPeterPan,0.0,0,1,1,Brand
xMuhackl,0.0,0,1,0,Garen
xCalíope,0.0,0,1,0,Jinx
xAgKx,0.0,0,1,0,Irelia
wufon,0.0,0,1,1,Xerath
wickedanddivine,0.0,0,1,0,Katarina
whiskycocaglacon,0.0,0,1,1,Neeko
vaγne,0.0,0,1,0,Zed
vRecon,0.0,0,1,0,Illaoi
unleavened bread,0.0,0,1,1,Zac
unknowuser10,0.0,0,1,1,Tristana
uint8,0.0,0,1,1,Alistar
tw33t33,0.0,0,1,1,Vi
toitomorao,0.0,0,1,0,Anivia
thzzombie,0.0,0,1,1,Twitch
thewalood,0.0,0,1,1,Katarina
thecrazybird,0.0,0,1,0,Zilean
the big hand,0.0,0,1,0,Sivir
temp13266,0.0,0,1,0,Karthus
teemon and pumba,0.0,0,1,0,Zac
suoroh,0.0,0,1,0,Leona
spectacurulez,0.0,0,1,0,Jhin
socialistpimp,0.0,0,1,1,MissFortune
shunvmemeda,0.0,0,1,0,Zyra
shrinking violet,0.0,0,1,0,Kayle
sebo85,0.0,0,1,1,Varus
sb是你,0.0,0,1,1,Malzahar
rpnQ,0.0,0,1,1,Lux
rocélito,0.0,0,1,0,Ezreal
rockybane,0.0,0,1,0,Poppy
rambini,0.0,0,1,0,Vladimir
practiced,0.0,0,1,0,Chogath
phixet,0.0,0,1,1,Nautilus
peuxin304,0.0,0,1,0,Kennen
peppaZB,0.0,0,1,1,Ezreal
penkki123,0.0,0,1,1,Singed
peedy,0.0,0,1,1,Veigar
parragueitor13,0.0,0,1,0,Annie
ozenrol,0.0,0,1,0,Elise
oloval,0.0,0,1,1,Fizz
nennmichP4pa,0.0,0,1,0,Velkoz
multiversum,0.0,0,1,1,Sett
mrmyrne,0.0,0,1,0,Kassadin
maxdar27,0.0,0,1,0,Ryze
marwen11,0.0,0,1,0,Jinx
maco1457,0.0,0,1,1,Orianna
m7elm,0.0,0,1,0,Zoe
lucians anger,0.0,0,1,1,Rumble
ltyOW,0.0,0,1,1,Cassiopeia
lostczy,0.0,0,1,0,Jax
lorddel,0.0,0,1,1,Nidalee
londonius,0.0,0,1,0,Rammus
ll Pineapple ll,0.0,0,1,0,MonkeyKing
lkwmin,0.0,0,1,0,Zed
lgotchu,0.0,0,1,1,Thresh
la père verte,0.0,0,1,0,XinZhao
l Am Yisus,0.0,0,1,1,Blitzcrank
kranius,0.0,0,1,1,Singed
koreshanski,0.0,0,1,1,Heimerdinger
komkink,0.0,0,1,0,Fiddlesticks
knockii21,0.0,0,1,1,Zed
kevolo1,0.0,0,1,0,Fiddlesticks
jordanloveswilly,0.0,0,1,1,Leona
inutile,0.0,0,1,0,Xerath
ilCattivone,0.0,0,1,0,MasterYi
iiSMasterG9,0.0,0,1,0,Volibear
iggysnow,0.0,0,1,0,Leona
iBubbleU,0.0,0,1,1,Vladimir
i suck man meat,0.0,0,1,0,Warwick
i missed NeoWise,0.0,0,1,1,KogMaw
hêmo,0.0,0,1,0,Fizz
highfielder09,0.0,0,1,0,Samira
hi im manü,0.0,0,1,1,Veigar
hKdChad,0.0,0,1,1,Ahri
goreyhunter,0.0,0,1,0,Mordekaiser
gemininokamui,0.0,0,1,0,Rumble
gYnce,0.0,0,1,1,Ziggs
g1nea,0.0,0,1,0,Akali
furyevil,0.0,0,1,1,Velkoz
freakychill,0.0,0,1,1,Varus
fortunanemo,0.0,0,1,1,Quinn
flaco14021,0.0,0,1,0,Seraphine
fakafaka,0.0,0,1,0,Nasus
fadidj2,0.0,0,1,0,Karma
exoq,0.0,0,1,1,Lillia
ethann015,0.0,0,1,1,Tristana
dynemaster,0.0,0,1,0,Karthus
dominatemesenpai,0.0,0,1,1,Braum
dereine69,0.0,0,1,0,Twitch
dedoverde27,0.0,0,1,0,Leblanc
darth grievous,0.0,0,1,1,MonkeyKing
darknesss010,0.0,0,1,1,Ashe
daluandou1,0.0,0,1,0,Graves
cuico,0.0,0,1,1,Soraka
crispicookie,0.0,0,1,1,Ivern
catlover86,0.0,0,1,0,Ryze
bytoft,0.0,0,1,1,Vi
brokiller05,0.0,0,1,0,Khazix
brauchbar,0.0,0,1,0,Lux
boriseto,0.0,0,1,0,Shaco
bobyt974,0.0,0,1,0,Ziggs
bloodyti,0.0,0,1,0,Lulu
blenart ,0.0,0,1,1,Twitch
bidroj,0.0,0,1,1,Senna
bella anoussa,0.0,0,1,0,MasterYi
axeloskar1,0.0,0,1,1,Fizz
allesgutaus,0.0,0,1,1,Teemo
aDramaLama,0.0,0,1,1,Warwick
aDogCalledSpot,0.0,0,1,0,Aphelios
Zukini,0.0,0,1,0,Volibear
Zodas,0.0,0,1,1,Xayah
Zlátán,0.0,0,1,1,MissFortune
Ziburbuliukas,0.0,0,1,1,Maokai
Zialko,0.0,0,1,0,Ziggs
Zerkarz,0.0,0,1,1,Neeko
ZarkaKwalid,0.0,0,1,0,Pantheon
ZDonny,0.0,0,1,1,Darius
Z0PPSY,0.0,0,1,1,Brand
Yusume,0.0,0,1,1,Jinx
Yung Lopez,0.0,0,1,1,Malzahar
Yukyhira,0.0,0,1,0,Ahri
Yukirozumi,0.0,0,1,1,Twitch
Yoombaka,0.0,0,1,1,Ashe
Yonks Barzul,0.0,0,1,1,Malzahar
YonKu,0.0,0,1,1,Xerath
YG Brodie,0.0,0,1,0,Jayce
Y Myséraze Y,0.0,0,1,1,Kalista
XerxesDivinum,0.0,0,1,0,Kaisa
Xenomatt,0.0,0,1,1,Sion
Xennilator,0.0,0,1,1,Syndra
Xaaim,0.0,0,1,1,Xayah
XXXwhyUaskXXX,0.0,0,1,0,TwistedFate
XBierkulesX,0.0,0,1,0,Rakan
WürzigerWiener69,0.0,0,1,0,Teemo
Wyux,0.0,0,1,0,Renekton
Wortelwortel,0.0,0,1,1,Xerath
Worsegtp,0.0,0,1,0,Riven
Wooster,0.0,0,1,1,Pyke
WolvesCry,0.0,0,1,0,Kaisa
Wizzard of Oz,0.0,0,1,1,Kaisa
WingsFathbian,0.0,0,1,1,MasterYi
Wildrift,0.0,0,1,1,Morgana
Wild Sora VII,0.0,0,1,1,Fiora
What upp,0.0,0,1,0,Teemo
Western Chowdyy,0.0,0,1,0,Xayah
Wehox,0.0,0,1,1,Zac
Warhol Factory,0.0,0,1,0,Shaco
Wabeeen,0.0,0,1,1,Ekko
WR Peto,0.0,0,1,1,Orianna
WMI Yøuzary,0.0,0,1,0,Xerath
Vâlle,0.0,0,1,1,Zyra
